USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.1  0.1 166264 11240 ?        Ss   11:08   0:15 /sbin/init spla
root         2  0.0  0.0      0     0 ?        S    11:08   0:00 [kthreadd]
root         3  0.0  0.0      0     0 ?        I<   11:08   0:00 [rcu_gp]
root         4  0.0  0.0      0     0 ?        I<   11:08   0:00 [rcu_par_gp]
root         6  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/0:0H-e
root         9  0.0  0.0      0     0 ?        I<   11:08   0:00 [mm_percpu_wq]
root        10  0.0  0.0      0     0 ?        S    11:08   0:00 [rcu_tasks_rude
root        11  0.0  0.0      0     0 ?        S    11:08   0:00 [rcu_tasks_trac
root        12  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/0]
root        13  0.1  0.0      0     0 ?        I    11:08   0:16 [rcu_sched]
root        14  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/0]
root        15  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/0]
root        16  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/0]
root        17  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/1]
root        18  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/1]
root        19  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/1]
root        20  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/1]
root        22  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/1:0H-e
root        23  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/2]
root        24  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/2]
root        25  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/2]
root        26  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/2]
root        28  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/2:0H-e
root        29  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/3]
root        30  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/3]
root        31  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/3]
root        32  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/3]
root        34  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/3:0H-e
root        35  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/4]
root        36  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/4]
root        37  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/4]
root        38  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/4]
root        40  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/4:0H-e
root        41  0.0  0.0      0     0 ?        S    11:08   0:00 [cpuhp/5]
root        42  0.0  0.0      0     0 ?        S    11:08   0:00 [idle_inject/5]
root        43  0.0  0.0      0     0 ?        S    11:08   0:00 [migration/5]
root        44  0.0  0.0      0     0 ?        S    11:08   0:00 [ksoftirqd/5]
root        46  0.0  0.0      0     0 ?        I<   11:08   0:00 [kworker/5:0H-e
root        47  0.0  0.0      0     0 ?        S    11:08   0:00 [kdevtmpfs]
root        48  0.0  0.0      0     0 ?        I<   11:08   0:00 [netns]
root        49  0.0  0.0      0     0 ?        S    11:08   0:00 [kauditd]
root        53  0.0  0.0      0     0 ?        S    11:08   0:00 [khungtaskd]
root        54  0.0  0.0      0     0 ?        S    11:08   0:00 [oom_reaper]
root        55  0.0  0.0      0     0 ?        I<   11:08   0:00 [writeback]
root        56  0.0  0.0      0     0 ?        S    11:08   0:00 [kcompactd0]
root        57  0.0  0.0      0     0 ?        SN   11:08   0:00 [ksmd]
root        58  0.0  0.0      0     0 ?        SN   11:08   0:00 [khugepaged]
